Time,0,1,2,3,4
0,0,0,0,0,0
1,11.135306427919598,9.878728756860921,12.040830519165585,12.040830519165585,12.040830519165585
2,18.558844046532663,21.58122282268078,20.641423747141005,20.641423747141005,20.641423747141005
3,30.436504236313567,34.34757998539335,31.822194943509047,33.22444938322861,31.822194943509047
4,40.82945690237186,46.050074051213215,42.03000846037412,44.908687473881386,43.86302546267463
5,51.38717085083377,60.94415740771122,51.38717085083377,56.59292556453416,54.18373733624513
6,60.74433324129342,75.83824076420922,60.74433324129342,70.0747387460566,63.64438988701809
7,70.10149563175307,90.73232412070722,70.10149563175307,79.45865802221272,76.54527972898121
8,77.52503325036614,103.4986812834198,83.71191365423984,92.04168365830033,84.9485708689792
9,86.43327839270181,115.25922343488361,94.40922341975217,101.92834665808346,94.40922341975217
10,96.08387729689879,128.1522309662739,103.8303008538625,113.25137828797283,103.93449791417795
11,103.55830754086799,141.10856368200302,115.26801188645267,126.91974792495914,115.26801188645267
12,111.83616269712583,155.21319307374333,126.5530844117574,141.5988389806586,124.04484677893578
13,123.20048593914798,167.20592756778294,138.78758585820043,156.37742681260545,135.53110352711715
14,135.40385893120808,181.44776152559075,150.2237303048613,170.32563113278758,147.09373166325187
15,146.15305997475923,194.65739497867528,160.84989683471267,181.55881717111882,159.628038843039
16,158.51928936795892,207.93035361609867,169.76314019472576,191.92430840659256,174.0469568886284
17,167.07705396367544,220.15528045271407,182.3230273179359,205.20381147641194,186.7457562886227
18,179.6061397580147,230.5436261692543,194.0613156073091,218.5703742254478,200.43973362087044
19,187.48771100483287,239.39181293812462,204.05762843427556,237.3706217533145,214.05394126124202
20,200.17965320031175,248.29804779263887,216.861554815061,258.9561157042667,223.30075392574565
21,210.55801664710128,259.70713517102206,230.66720424360804,277.9304825905664,238.18964974335557
22,223.41281524371973,270.3698900196973,243.63382346277706,299.7149700940134,252.2361104046187
23,235.84154078085672,281.9267361615378,254.81779400994344,320.23120535622684,263.5437755994323
24,247.1912748036101,292.7266955762806,267.947106067496,338.0927837141795,273.9737573049976
25,265.4322774405853,301.9231708590146,283.04500146948953,360.1757615463687,287.3305255858206
26,280.31925249609066,312.0190145336087,295.38757744428733,380.97183149177795,296.92982157933966
27,295.27238796455896,323.02478079745276,305.89521062045924,401.8611796649192,306.5878647943612
28,310.29168384599024,333.2472748407246,315.50570900211613,417.2484390255595,322.13472949279986
29,323.0563007104776,343.53309406833523,330.008613452307,434.10916272844355,334.8429284482346
30,338.2079174178348,353.88223848028474,340.7079917594309,445.2173263294782,344.67721332776387
31,352.44976632391234,364.2947080765731,352.44976632391234,458.4259971704929,354.5702454287957
32,368.90939135975566,374.7705028572003,367.2141414072196,470.6932389905382,369.4979144125973
33,384.2594893060017,387.06614281632744,377.1151627145614,482.0066146925831,381.5105462654417
34,402.04747972047363,396.78505086985695,389.06611378553595,495.4578089257009,391.57982003098124
35,415.14798791231146,406.5620070090304,401.0867903586749,511.0716958839533,407.7846536102486
36,430.6965670974464,417.2911025270131,417.2073264590793,524.684572378473,420.0087754605022
37,440.1500418994307,427.18415483747447,432.40748593091394,536.2715642151983,436.40160014857776
38,451.3884907147387,437.13525523357976,447.08635562968504,551.1057044138832,447.08635562968504
39,462.69309994300966,449.87417148307884,462.6130877325779,567.0927042830634,462.6130877325779
40,474.0638695842436,462.6869671143066,475.4997627455343,578.8849082207989,478.5850473258091
41,485.50079963844047,474.6531653406232,489.9189965931279,590.7455161922046,497.5373709603084
42,498.7735963313172,487.6137197353083,505.8440688691315,607.0123507445805,512.046393024194
43,509.45290483604595,497.85506055963333,520.1322133407747,623.3724635246884,532.6210799277081
44,518.4032212153427,508.15444946960235,542.0225347452814,635.4382835971044,556.2290033718426
45,530.1047929213914,518.5118864652153,559.6045173710512,644,577.186499996821
46,544.5881555294059,528.9273715464722,583.1401282082968,644,595.033435911528
47,558.2426469124536,541.3051834709913,599.3847757025538,644,614.4439878737473
48,571.9734772335354,551.8367647235361,623.1063212122377,644,630.9329230162011
49,581.1782567396127,562.4263940617249,639.4787987937962,644,644
50,595.061764936763,574.0420421604514,644,644,644
51,608.0909555962684,585.7210154435168,644,644,644
52,617.4484129784141,598.4418387832047,644,644,644
53,628.7384329874163,610.2474624349478,644,644,644
54,640.0895241468459,622.1164112710297,644,644,644
55,644,633.0543291230822,644,644,644
56,644,644,644,644,644
